frame, timestamp, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
374,14.8594,0.507563,0,0,2.22336,0,0,0,0,0,0.750486,1.73965,0.0258222,0,1.30738,0,0.667982,0
375,14.8992,0.496557,0,0,2.16906,0,0,0,0,0,0.688345,1.74992,0.0258222,0,1.29449,0,0.619909,0
376,14.9391,0.537545,0,0,2.26861,0,0,0,0,0,0.674934,1.60423,0.0489273,0,1.30354,0,0.677756,0
377,14.9789,0.520368,0,0,2.10389,0,0,0,0,0,0.621838,1.62671,0.0805818,0,1.28266,0,0.569577,0
378,15.0188,0.35662,0,0,1.38077,0.295229,0.522266,0,0.301881,0.690243,1.13861,1.07956,0.0805818,0,1.02329,0.423248,0.615639,0.780775
379,15.0586,0.16399,0,0,0.618604,0.502024,1.00388,0,0.484428,1.36605,1.79083,0.578322,0.0316544,0,0.819757,0.778343,0.333226,1.2744
380,15.0984,0,0,0,0,0.778105,1.57581,0,0.746659,2.1089,2.43889,0,0.0384278,0,0.434123,1.06926,0.229656,1.59278
381,15.1383,0,0,0,0,0.750765,1.5582,0,0.686618,2.21064,2.64048,0,0.0384278,0,0.282155,0.930073,0.0446318,1.14403
382,15.1781,0,0,0,0,0.810438,1.68759,0,0.68943,2.30875,2.65362,0,0.0752694,0,0.056984,0.82849,0.0446318,0.995414
383,15.218,0,0,0,0,0.825053,1.72,0,0.655018,2.35511,2.71083,0,0.0482318,0,0.0166327,0.766756,0,0.988281
384,15.2578,0,0,0,0,0.808324,1.77383,0,0.610575,2.33668,2.69707,0,0.0595065,0,0.0169417,0.704425,0,1.00693
385,15.2976,0,0,0,0,0.80339,1.69686,0,0.630925,2.33692,2.70507,0,0.0273048,0,0.00370496,0.661358,0,1.01539
386,15.3375,0,0,0,0,0.76068,1.62072,0,0.591721,2.33171,2.69023,0,0.0217449,0,0.00370496,0.649232,0,1.05597
387,15.3773,0,0,0,0,0.756571,1.58405,0,0.596706,2.33868,2.70006,0,0.0168052,0,0.00339591,0.623738,0,1.05202
388,15.4171,0,0,0,0,0.743269,1.60216,0,0.600124,2.34307,2.71976,0,0.0133372,0,0,0.647099,0,1.04951
389,15.457,0,0,0,0,0.75667,1.59291,0,0.60479,2.32652,2.72763,0,0.0387226,0,0,0.639302,0,1.04725
390,15.4968,0,0,0,0,0.752757,1.63735,0,0.604333,2.3214,2.70929,0,0.0323877,0,0,0.668748,0,1.05254
391,15.5367,0,0,0,0,0.794957,1.64975,0,0.598527,2.32056,2.7361,0,0.0496775,0,0,0.653342,0,1.05789
392,15.5765,0,0,0,0,0.786073,1.70596,0,0.592848,2.33111,2.72283,0,0.0184617,0,0.000847389,0.680345,0,1.05788
393,15.6163,0,0,0,0,0.804952,1.67133,0,0.584413,2.33043,2.74333,0,0.0287655,0,0.000847389,0.661302,0,1.04248
394,15.6562,0,0,0,0,0.759187,1.64967,0,0.588829,2.33089,2.69351,0,0.0308408,0,0.00257633,0.674375,0,1.03461
395,15.696,0,0,0,0,0.794256,1.6155,0,0.605829,2.33415,2.70622,0,0.0308408,0,0.00172895,0.655517,0,1.02806
396,15.7358,0,0,0,0,0.789938,1.66661,0,0.623409,2.33783,2.70258,0,0.0475504,0,0.00990758,0.660199,0,1.04114
397,15.7757,0,0,0,0,0.835069,1.69595,0,0.607986,2.34121,2.73401,0,0.0270134,0,0.00817863,0.656682,0,1.03569
398,15.8155,0,0,0,0,0.803252,1.70536,0,0.604923,2.34037,2.7213,0,0.0270134,0,0.00941466,0.66083,0,1.0516
399,15.8554,0,0,0,0,0.818059,1.66179,0,0.576819,2.34277,2.7102,0,0,0,0.00123603,0.654446,0,1.05542
400,15.8952,0,0,0,0,0.778011,1.63244,0,0.563559,2.33457,2.67623,0,0.00711234,0,0.00123603,0.679048,0,1.05624
401,15.935,0,0,0,0,0.796651,1.62601,0,0.565166,2.33199,2.70665,0,0.0193035,0,0,0.674315,0,1.05431
402,15.9749,0,0,0,0,0.769426,1.62273,0,0.581587,2.33323,2.71227,0,0.025083,0,0,0.690109,0,1.0466
403,16.0147,0,0,0,0,0.780649,1.63779,0,0.603471,2.33806,2.7201,0,0.0407513,0,0,0.638519,0,1.05923
404,16.0545,0,0,0,0,0.756379,1.65999,0,0.586607,2.34192,2.68734,0,0.0285601,0,0,0.656912,0,1.05304
405,16.0944,0,0,0,0,0.762173,1.62665,0,0.573232,2.32945,2.69844,0,0.0529642,0,0,0.644012,0,1.06588
406,16.1342,0,0,0,0,0.753585,1.61204,0,0.589384,2.34359,2.69831,0,0.0301836,0,0,0.681247,0,1.05972
407,16.1741,0,0,0,0,0.761601,1.59391,0,0.604423,2.33289,2.70623,0,0.0551482,0,0,0.651394,0,1.06804
408,16.2139,0,0,0,0,0.741609,1.66816,0,0.627614,2.33946,2.67657,0,0.0249646,0,0,0.676335,0,1.04728
409,16.2537,0,0,0,0,0.76635,1.6952,0,0.609252,2.32203,2.70772,0,0.0466767,0,0,0.646906,0,1.05444
410,16.2936,0,0,0,0,0.758051,1.68612,0,0.618364,2.32923,2.71813,0,0.0217121,0,0,0.676084,0,1.03759
411,16.3334,0,0,0,0,0.801612,1.66567,0,0.607713,2.32479,2.74248,0,0.046066,0,0,0.65933,0,1.06673
412,16.3732,0,0,0,0,0.771122,1.68066,0,0.607042,2.32305,2.71655,0,0.0243539,0,0.00292888,0.673493,0,1.06011
413,16.4131,0,0,0,0,0.799226,1.67347,0,0.600321,2.32595,2.74859,0,0.046425,0,0.00292888,0.656861,0,1.07714
414,16.4529,0,0,0,0,0.778088,1.65542,0,0.604235,2.32858,2.74143,0,0.0220712,0,0.0104829,0.669032,0,1.07197
415,16.4928,0,0,0,0,0.803779,1.54775,0,0.600617,2.33427,2.77169,0,0.0220712,0,0.00755404,0.645721,0,1.0732
416,16.5326,0,0,0,0,0.776189,1.56758,0,0.589216,2.32759,2.71835,0,0.00980087,0,0.010603,0.678465,0,1.05576
417,16.5724,0,0,0,0,0.807814,1.6135,0,0.596841,2.32696,2.72884,0,0.0187636,0,0.00304892,0.676256,0,1.05522
418,16.6123,0,0,0,0,0.78636,1.67684,0,0.616328,2.31966,2.70133,0,0.0225846,0,0.00304892,0.716714,0,1.05393
419,16.6521,0,0,0,0,0.820543,1.66215,0,0.626432,2.32595,2.73114,0,0.0127837,0,0,0.67138,0,1.06108
420,16.6919,0,0,0,0,0.784981,1.63598,0,0.615829,2.32281,2.71401,0,0.0134544,0,0.0124295,0.668405,0,1.05841
421,16.7318,0,0,0,0,0.816879,1.6094,0,0.58741,2.33282,2.71419,0,0.00963339,0,0.0124295,0.651624,0,1.06897
422,16.7716,0,0,0,0,0.769944,1.61716,0,0.571732,2.3225,2.68265,0,0.0103903,0,0.0155898,0.72288,0,1.06793
423,16.8115,0,0,0,0,0.795846,1.63631,0,0.56975,2.33403,2.70543,0,0.000756878,0,0.00316026,0.723292,0,1.05065
424,16.8513,0,0,0,0,0.766354,1.6324,0,0.591717,2.33899,2.70338,0,0.0380809,0,0.00397724,0.735972,0,1.02894
425,16.8911,0,0,0,0,0.799449,1.59399,0,0.601315,2.35037,2.70318,0,0.0545285,0,0.000816977,0.666571,0,1.04042
426,16.931,0,0,0,0,0.778416,1.54741,0,0.605814,2.35256,2.67357,0,0.0545285,0,0.000816977,0.658484,0,1.04873
427,16.9708,0,0,0,0,0.786255,1.56724,0,0.599241,2.34326,2.69539,0,0.0431546,0,0,0.640559,0,1.06171
428,17.0106,0,0,0,0,0.754012,1.60592,0,0.611095,2.33873,2.72299,0,0.0259501,0,0,0.668616,0,1.04431
429,17.0505,0,0,0,0,0.76745,1.63664,0,0.605837,2.32647,2.77092,0,0.0286786,0,0,0.683391,0,1.05862
430,17.0903,0,0,0,0,0.760027,1.6817,0,0.595976,2.32058,2.72938,0,0.00272846,0,0,0.713433,0,1.05549
431,17.1302,0,0,0,0,0.802083,1.67339,0,0.587986,2.31726,2.73196,0,0.00272846,0,0,0.690137,0,1.06656
432,17.17,0,0,0,0,0.795092,1.68671,0,0.611604,2.32384,2.68254,0,0.0179112,0,0.0112379,0.69049,0,1.05584
433,17.2098,0,0,0,0,0.816538,1.63515,0,0.608484,2.3387,2.71976,0,0.0179112,0,0.0112379,0.684924,0,1.04537
434,17.2497,0,0,0,0,0.790571,1.5988,0,0.586878,2.33806,2.68181,0,0.0387632,0,0.0140064,0.717836,0,1.05154
435,17.2895,0,0,0,0,0.808135,1.53462,0,0.568648,2.34105,2.71282,0,0.026908,0,0.00276852,0.696749,0,1.04736
436,17.3293,0,0,0,0,0.803561,1.60114,0,0.581299,2.34111,2.71776,0,0.0426945,0,0.00747646,0.676619,0,1.05738
437,17.3692,0,0,0,0,0.815947,1.63434,0,0.611773,2.34942,2.75918,0,0.0218424,0,0.00470795,0.646026,0,1.03684
438,17.409,0,0,0,0,0.798745,1.63451,0,0.612155,2.34649,2.72148,0,0.0177364,0,0.00470795,0.674559,0,1.038
439,17.4489,0,0,0,0,0.802303,1.60572,0,0.612552,2.34486,2.72138,0,0.0138381,0,0,0.674654,0,1.02671
440,17.4887,0,0,0,0,0.786835,1.62562,0,0.617521,2.34594,2.69229,0,0.0402419,0,0.00427432,0.693711,0,1.04169
441,17.5285,0,0,0,0,0.801808,1.656,0,0.597536,2.34789,2.72723,0,0.0616351,0,0.00427432,0.667245,0,1.04208
442,17.5684,0,0,0,0,0.791366,1.62137,0,0.602807,2.34806,2.70866,0,0.0706193,0,0.00551133,0.67622,0,1.04564
443,17.6082,0,0,0,0,0.82418,1.65112,0,0.587748,2.34935,2.74244,0,0.0442155,0,0.001237,0.673908,0,1.03293
444,17.648,0,0,0,0,0.80517,1.66693,0,0.606186,2.35265,2.72041,0,0.0208724,0,0.001237,0.706888,0,1.02613
445,17.6879,0,0,0,0,0.80351,1.66098,0,0.616821,2.34478,2.73846,0,0.0215458,0,0,0.693428,0,1.05008
446,17.7277,0,0,0,0,0.777892,1.62996,0,0.634603,2.34909,2.71413,0,0.0215458,0,0,0.697009,0,1.05494
447,17.7676,0,0,0,0,0.768288,1.61161,0,0.640905,2.34616,2.71162,0,0.0279442,0,0,0.656453,0,1.06103
448,17.8074,0,0,0,0,0.743319,1.62402,0,0.623677,2.34896,2.67691,0,0.00639838,0,0,0.674357,0,1.04567
449,17.8472,0,0,0,0,0.74438,1.58735,0,0.613053,2.33819,2.68836,0,0.00858931,0,0,0.647689,0,1.04744
450,17.8871,0,0,0,0,0.739505,1.58067,0,0.620784,2.33966,2.69957,0,0.00219093,0,0,0.672734,0,1.04504
451,17.9269,0,0,0,0,0.782277,1.62805,0,0.630968,2.33967,2.73441,0,0.0205338,0,0,0.64006,0,1.05145
452,17.9667,0,0,0,0,0.776578,1.65626,0,0.628968,2.33877,2.72667,0,0.0183428,0,0,0.664462,0,1.05002
453,18.0066,0,0,0,0,0.803958,1.63963,0,0.610061,2.33124,2.73403,0,0.0430141,0,0,0.642656,0,1.06042
454,18.0464,0,0,0,0,0.777654,1.61715,0,0.594652,2.32372,2.69035,0,0.0246712,0,0,0.69301,0,1.04391
455,18.0863,0,0,0,0,0.804739,1.599,0,0.583914,2.3261,2.71023,0,0.0327502,0,0,0.676493,0,1.06424
456,18.1261,0,0,0,0,0.766903,1.6317,0,0.590996,2.3307,2.67463,0,0.008079,0,0,0.712473,0,1.04879
457,18.1659,0,0,0,0,0.777638,1.62929,0,0.60249,2.33554,2.72059,0,0.0210472,0,0,0.6766,0,1.06341
458,18.2058,0,0,0,0,0.737943,1.64605,0,0.609021,2.3368,2.68689,0,0.0129682,0,0,0.704179,0,1.03735
459,18.2456,0,0,0,0,0.776984,1.65973,0,0.616775,2.33544,2.72107,0,0.0310744,0,0,0.666091,0,1.05807
460,18.2854,0,0,0,0,0.768225,1.66405,0,0.618005,2.33959,2.68228,0,0.0181061,0,0,0.695001,0,1.04672
461,18.3253,0,0,0,0,0.804278,1.70199,0,0.608606,2.33826,2.68478,0,0.033867,0,0,0.667601,0,1.06173
462,18.3651,0,0,0,0,0.784073,1.68758,0,0.605568,2.34442,2.66463,0,0.0331848,0,0,0.69279,0,1.0429
463,18.405,0,0,0,0,0.78721,1.67284,0,0.601582,2.33947,2.68959,0,0.0613115,0,0,0.652502,0,1.05224
464,18.4448,0,0,0,0,0.748424,1.67134,0,0.600569,2.33525,2.6761,0,0.0455506,0,0,0.660735,0,1.0451
465,18.4846,0,0,0,0,0.762719,1.65938,0,0.588222,2.32826,2.69888,0,0.032596,0,0,0.637539,0,1.05296
466,18.5245,0,0,0,0,0.760315,1.68536,0,0.578708,2.33364,2.69037,0,0.00446933,0,0,0.658075,0,1.0464
467,18.5643,0,0,0,0,0.808035,1.64875,0,0.587336,2.34026,2.73228,0,0.0224334,0,0,0.65539,0,1.04832
468,18.6041,0,0,0,0,0.7872,1.70092,0,0.586128,2.33387,2.70476,0,0.0179641,0,0,0.698265,0,1.02933
469,18.644,0,0,0,0,0.813601,1.71655,0,0.605429,2.32671,2.72436,0,0.0333948,0,0,0.666991,0,1.04466
470,18.6838,0,0,0,0,0.771569,1.70818,0,0.614122,2.32324,2.71798,0,0.0154307,0,0,0.68562,0,1.03772
471,18.7237,0,0,0,0,0.780588,1.66039,0,0.628833,2.32156,2.71932,0,0.0340994,0,0,0.650583,0,1.05663
472,18.7635,0,0,0,0,0.758906,1.61416,0,0.622584,2.33148,2.7126,0,0.0192442,0,0,0.696941,0,1.03737
473,18.8033,0,0,0,0,0.765532,1.63058,0,0.623314,2.32789,2.69408,0,0.0220705,0,0,0.66876,0,1.04916
474,18.8432,0,0,0,0,0.764784,1.63409,0,0.62476,2.34184,2.7252,0,0.0034019,0,0,0.692252,0,1.04395
475,18.883,0,0,0,0,0.76332,1.64406,0,0.61714,2.33457,2.72319,0,0.0178577,0,0,0.655342,0,1.05224
476,18.9228,0,0,0,0,0.757975,1.66919,0,0.606891,2.33578,2.71708,0,0.0150314,0,0,0.674298,0,1.03368
477,18.9627,0,0,0,0,0.773111,1.64179,0,0.601037,2.32747,2.69688,0,0.0270489,0,0,0.646177,0,1.03251
478,19.0025,0,0,0,0,0.76073,1.65679,0,0.597487,2.33236,2.68418,0,0.0121862,0,0,0.671337,0,1.03355
479,19.0424,0,0,0,0,0.788839,1.65515,0,0.609136,2.32964,2.71623,0,0.0367646,0,0,0.640619,0,1.05626
480,19.0822,0,0,0,0,0.762608,1.68841,0,0.60668,2.32802,2.70321,0,0.0255553,0,0,0.658941,0,1.05568
481,19.122,0,0,0,0,0.788621,1.64887,0,0.61809,2.3268,2.72204,0,0.0253866,0,0,0.640183,0,1.05232
482,19.1619,0,0,0,0,0.759414,1.63305,0,0.618021,2.33525,2.69338,0,0.00436185,0,0,0.663107,0,1.04553
483,19.2017,0,0,0,0,0.780125,1.58404,0,0.620269,2.331,2.71832,0,0.00355364,0,0,0.638321,0,1.05611
484,19.2415,0,0,0,0,0.760422,1.61007,0,0.624123,2.3332,2.68165,0,0.00355364,0,0,0.650447,0,1.05298
485,19.2814,0,0,0,0,0.770907,1.5947,0,0.613078,2.32333,2.69996,0,0.030126,0,0,0.630486,0,1.06058
486,19.3212,0,0,0,0,0.760005,1.66985,0,0.618294,2.34483,2.69556,0,0.0335744,0,0,0.646722,0,1.04876
487,19.3611,0,0,0,0,0.767389,1.65221,0,0.620105,2.33267,2.71461,0,0.0444015,0,0,0.640945,0,1.06398
488,19.4009,0,0,0,0,0.757056,1.69621,0,0.615681,2.33313,2.68464,0,0.0142755,0,0,0.672941,0,1.0475
489,19.4407,0,0,0,0,0.778915,1.63007,0,0.611956,2.31457,2.69395,0,0.0351054,0,0,0.665429,0,1.05268
490,19.4806,0,0,0,0,0.769302,1.58552,0,0.605148,2.32873,2.69405,0,0.0443376,0,0.00367593,0.67837,0,1.04777
491,19.5204,0,0,0,0,0.786855,1.53492,0,0.614548,2.33822,2.71173,0,0.0443376,0,0.00367593,0.665788,0,1.04851
492,19.5602,0,0,0,0,0.755668,1.56086,0,0.592067,2.3381,2.67033,0,0.0200592,0,0.00367593,0.716934,0,1.0541
493,19.6001,0,0,0,0,0.794788,1.67365,0,0.59075,2.32793,2.6963,0,0,0,0,0.713598,0,1.03886
494,19.6399,0,0,0,0,0.803782,1.70667,0,0.588539,2.32745,2.69439,0,0,0,0,0.741863,0,1.03818
495,19.6798,0,0,0,0,0.846623,1.6899,0,0.603971,2.33018,2.74095,0,0,0,0,0.701559,0,1.04209
496,19.7196,0,0,0,0,0.804605,1.64895,0,0.589468,2.33156,2.69775,0,0,0,0,0.700315,0,1.05665
497,19.7594,0,0,0,0,0.810606,1.60183,0,0.581294,2.32705,2.71963,0,0,0,0,0.673942,0,1.0681
498,19.7993,0,0,0,0,0.773977,1.6307,0,0.591109,2.33583,2.68928,0,0,0,0.00854969,0.669663,0,1.06263
499,19.8391,0,0,0,0,0.808845,1.61577,0,0.609192,2.32512,2.72485,0,0.0173652,0,0.00854969,0.642512,0,1.06775
500,19.8789,0,0,0,0,0.778305,1.63053,0,0.626555,2.3381,2.70357,0,0.0173652,0,0.00854969,0.650237,0,1.05556
501,19.9188,0,0,0,0,0.813378,1.62033,0,0.609551,2.33424,2.73807,0,0.0340145,0,0,0.64101,0,1.05403
502,19.9586,0,0,0,0,0.776958,1.65269,0,0.596822,2.34859,2.70678,0,0.0166493,0,0,0.68954,0,1.03011
503,19.9985,0,0,0,0,0.795417,1.66867,0,0.585524,2.33888,2.70681,0,0.0425437,0,0,0.668366,0,1.04632
504,20.0383,0,0,0.434473,0,1.83069,2.48254,1.20162,1.37479,2.66448,2.33196,0,0.0805245,0.0821422,0,1.73569,0.31488,1.52576
505,20.0781,0,0,0.93327,0,2.94607,3.2005,2.46314,2.12009,3.03114,2.04962,0,0.344827,0.109966,0,2.76868,0.734927,2.07336
506,20.118,0,0,1.41089,0,4.00758,3.99003,3.65341,2.87215,3.42395,1.70838,0,0.509952,0.109966,0,3.8637,1.23906,2.60837
507,20.1578,0,0,1.46683,0,4.07662,4.02599,3.67716,2.87322,3.48246,1.70903,0,0.658467,0.0349053,0,3.85359,1.27004,2.67261
508,20.1976,0,0,1.46036,0,4.02147,4.13063,3.63093,2.87183,3.46337,1.67873,0,0.597819,0.00708175,0,3.89558,1.33877,2.67183
509,20.2375,0,0,1.43628,0,4.06853,4.10483,3.64922,2.94186,3.44741,1.6988,0,0.529989,0.110287,0,3.92035,1.33857,2.73638
510,20.2773,0,0,1.43468,0,4.04578,4.11638,3.61544,3.03304,3.43456,1.69464,0,0.368235,0.204232,0,4.0662,1.34578,2.75338
511,20.3172,0,0,1.39717,0,4.08777,4.0462,3.58603,3.15969,3.44335,1.67929,0,0.300509,0.204232,0,4.10782,1.30518,2.81738
512,20.357,0,0,1.40058,0,4.06853,4.06546,3.55575,3.20494,3.44436,1.62949,0,0.195339,0.136189,0,4.14355,1.12688,2.7447
513,20.3968,0,0,1.41028,0,4.0562,4.05493,3.53555,3.24054,3.42373,1.58966,0.0137951,0.187306,0.0571953,0,4.07642,1.08541,2.76612
514,20.4367,0,0,1.41148,0,4.07361,3.99315,3.53935,3.26012,3.43816,1.56732,0.0323279,0.109295,0.0632176,0,4.04202,1.04322,2.71463
515,20.4765,0,0,1.4105,0,4.10109,4.04324,3.52171,3.28605,3.40882,1.56513,0.0871618,0.167208,0.0280555,0,4.00283,1.06568,2.75859
516,20.5163,0,0,1.37657,0,4.11222,3.96073,3.55582,3.23647,3.42884,1.57302,0.130169,0.185724,0.00602225,0,3.98197,1.13914,2.7159
517,20.5562,0,0,1.35192,0,4.14226,4.07716,3.5616,3.23078,3.41396,1.5266,0.111636,0.293199,0.00181111,0,3.91427,1.14131,2.73443
518,20.596,0,0,1.3586,0,4.11642,4.0366,3.56495,3.20001,3.42936,1.53169,0.0901056,0.320515,0.00181111,0,3.92869,1.21318,2.69542
519,20.6359,0,0,1.35467,0,4.14506,4.16762,3.52307,3.20266,3.4094,1.51109,0.0333033,0.43899,0.00181111,0,3.87765,1.23913,2.72967
520,20.6757,0,0,1.39155,0,4.13735,4.13356,3.50048,3.18986,3.4138,1.52997,0.0333033,0.434736,0.0217852,0,3.91815,1.24723,2.7116
521,20.7155,0,0,1.38589,0,4.15804,4.21174,3.47766,3.1357,3.40736,1.49608,0,0.494735,0.0217852,0,3.86843,1.23467,2.77919
522,20.7554,0,0,1.39897,0,4.10595,4.11941,3.49082,3.10427,3.40993,1.51871,0,0.378976,0.0217852,0,3.9663,1.2617,2.75495
523,20.7952,0,0,1.35395,0,4.09445,4.04859,3.52058,3.09725,3.39259,1.52624,0,0.366002,0.00700729,0,3.94613,1.28744,2.76211
524,20.835,0,0,1.35842,0,4.10056,3.96505,3.55283,3.14784,3.40593,1.53888,0,0.355517,0.0234664,0,3.97443,1.25176,2.67784
525,20.8749,0,0,1.3391,0,4.13947,4.06459,3.54075,3.18605,3.38488,1.60669,0.0083792,0.425026,0.0405849,0,3.96139,1.27312,2.71842
526,20.9147,0,0,1.37963,0,4.10793,4.1124,3.50545,3.20109,3.4095,1.60346,0.0497473,0.340478,0.0335776,0,4.02219,1.22456,2.69678
527,20.9546,0,0,1.34992,0,4.11659,4.19264,3.51076,3.22001,3.39948,1.58522,0.0497473,0.385257,0.0231092,0,3.97432,1.22517,2.73266
528,20.9944,0,0,1.35607,0,4.09832,4.1068,3.54229,3.19059,3.43437,1.53268,0.0413681,0.369952,0.00599072,0,3.94607,1.1796,2.68202
529,21.0342,0,0,1.34149,0,4.13383,4.18139,3.5359,3.16405,3.42056,1.51259,0,0.482165,0.00599072,0,3.90357,1.17794,2.74906
530,21.0741,0,0,1.33983,0,4.11932,4.08403,3.56613,3.12826,3.44206,1.58582,0,0.475563,0,0,3.9388,1.22079,2.72127
531,21.1139,0,0,1.31858,0,4.12334,4.0902,3.51892,3.12114,3.4322,1.54776,0,0.564496,0,0,3.86547,1.21166,2.77602
532,21.1537,0,0,1.32441,0,4.07616,3.9732,3.50013,3.16744,3.44233,1.61023,0,0.495871,0.0198552,0,3.85512,1.19912,2.7055
533,21.1936,0,0,1.34938,0,4.06099,4.02573,3.45472,3.20584,3.40565,1.58791,0,0.311068,0.0198552,0,3.92742,1.19608,2.75495
534,21.2334,0,0,1.36583,0,4.05226,4.00056,3.47847,3.26439,3.42492,1.61968,0,0.19402,0.0449484,0,3.98343,1.18861,2.70832
535,21.2733,0,0,1.35649,0,4.08695,4.14541,3.5263,3.26956,3.41173,1.57535,0.0264117,0.150084,0.0250933,0,4.0233,1.167,2.76482
536,21.3131,0,0,1.3654,0,4.08269,4.07741,3.56846,3.28069,3.42899,1.56333,0.0264117,0.198465,0.0352716,0,3.9769,1.15418,2.71562
537,21.3529,0,0,1.33791,0,4.10764,4.1699,3.56253,3.28699,3.39729,1.56761,0.0457252,0.238829,0.0126947,0,3.96227,1.18212,2.74395
538,21.3928,0,0,1.33071,0,4.12356,4.07835,3.54502,3.24337,3.41696,1.56181,0.0193135,0.297602,0.0315491,0,3.91486,1.19652,2.71213
539,21.4326,0,0,1.33118,0,4.1487,4.1386,3.50801,3.21899,3.39914,1.60185,0.0437601,0.374002,0.0356087,0,3.96794,1.22673,2.7674
540,21.4724,0,0,1.35422,0,4.13995,4.03328,3.53211,3.17041,3.42436,1.60934,0.0545168,0.308164,0.0330923,0,4.00567,1.18446,2.71904
541,21.5123,0,0,1.38442,0,4.13927,4.10248,3.53229,3.20288,3.41065,1.59915,0.0545168,0.375663,0.014238,0,4.00399,1.21781,2.73973
542,21.5521,0,0,1.3811,0,4.1386,4.07101,3.53998,3.20342,3.4309,1.53873,0.0300701,0.419646,0.0157087,0,3.94331,1.17442,2.68728
543,21.592,0,0,1.37351,0,4.1426,4.17307,3.50517,3.18592,3.41557,1.50173,0,0.557137,0.0157087,0,3.90202,1.19429,2.7489
544,21.6318,0,0,1.37608,0,4.12041,4.15525,3.50724,3.16937,3.41157,1.51422,6.68E-05,0.469828,0.0157087,0,3.96601,1.17876,2.70664
545,21.6716,0,0,1.37057,0,4.12493,4.22366,3.49727,3.1837,3.39214,1.5159,6.68E-05,0.42223,0.0331469,0,3.94139,1.17481,2.74792
546,21.7115,0,0,1.39648,0,4.09856,4.17249,3.52514,3.18405,3.39461,1.55133,6.68E-05,0.308635,0.0331469,0,3.97721,1.22126,2.69549
547,21.7513,0,0,1.33778,0,4.12755,4.04283,3.52839,3.12872,3.40536,1.585,0.0150409,0.319219,0.0353412,0,4.01386,1.16515,2.69801
548,21.7911,0,0,1.29874,0,4.12861,3.99532,3.56618,3.09902,3.42715,1.60106,0.0150409,0.368928,0.0170183,0,4.03491,1.17962,2.65186
549,21.831,0,0,1.25942,0,4.16413,3.98565,3.55692,3.14265,3.41388,1.59874,0.0150409,0.448382,0.0411527,0,4.00351,1.12273,2.70759
550,21.8708,0,0,1.29547,0,4.14709,4.00383,3.54479,3.19014,3.42037,1.57091,0,0.512981,0.0524662,0,3.94593,1.15495,2.70787
551,21.9107,0,0,1.33272,0,4.1335,4.04577,3.49629,3.20454,3.40047,1.54061,0,0.494995,0.0557274,0,3.89224,1.15893,2.76583
552,21.9505,0,0,1.34371,0,4.11447,3.97039,3.49385,3.21225,3.43163,1.52731,0,0.492031,0.0492169,0,3.9326,1.15566,2.69085
553,21.9903,0,0,1.3487,0,4.12218,4.16909,3.49252,3.17608,3.41099,1.51436,0,0.504028,0.0357091,0,3.89916,1.17879,2.75403
554,22.0302,0,0,1.37203,0,4.10078,4.15276,3.49567,3.16832,3.42938,1.53261,0,0.421913,0.0176239,0,3.98454,1.23226,2.6973
555,22.07,0,0,1.36348,0,4.10957,4.22712,3.50205,3.15022,3.40055,1.52313,0,0.397928,0,0,3.9455,1.2688,2.74026
556,22.1098,0,0,1.35096,0,4.10016,4.06705,3.50242,3.18718,3.42048,1.53785,0,0.35694,0.0192033,0,3.98192,1.2637,2.68106
557,22.1497,0,0,1.30874,0,4.12152,4.11896,3.5003,3.14482,3.41309,1.53487,0,0.461504,0.0192033,0,3.91574,1.24894,2.74862
558,22.1895,0,0,1.33662,0,4.09038,4.05654,3.47598,3.16593,3.42791,1.56018,0,0.430035,0.0473602,0,3.94093,1.15556,2.72351
559,22.2294,0,0,1.34842,0,4.10331,4.11371,3.47193,3.15711,3.41019,1.59203,0.0327709,0.319894,0.0483025,0,3.97173,1.09426,2.75792
560,22.2692,0,0,1.363,0,4.07386,3.97306,3.51309,3.25602,3.41892,1.58242,0.0733316,0.178466,0.0520455,0,4.02825,1.01136,2.68434
561,22.309,0,0,1.36729,0,4.12768,4.1149,3.52783,3.23481,3.41472,1.58076,0.0733316,0.254757,0.0537961,0,3.94788,1.11949,2.73144
562,22.3489,0,0,1.35453,0,4.13686,4.08201,3.54568,3.22618,3.42636,1.55151,0.0405607,0.343644,0.0828942,0,3.89848,1.19374,2.71193
563,22.3887,0,0,1.3696,0,4.17975,4.19867,3.50536,3.17724,3.39527,1.62217,0.0142109,0.45404,0.0812052,0,3.87692,1.34226,2.78511
564,22.4285,0,0,1.35138,0,4.13604,4.05814,3.51804,3.18589,3.41298,1.61114,0.031016,0.346591,0.0512977,0,3.96397,1.29373,2.72817
565,22.4684,0,0,1.3714,0,4.1227,4.12371,3.49575,3.19548,3.40477,1.58123,0.031016,0.397414,0.0119673,0,3.95037,1.28422,2.74255
566,22.5082,0,0,1.35846,0,4.10111,4.09516,3.51163,3.19337,3.43227,1.53639,0.0250356,0.333607,0.00991332,0,3.98682,1.17698,2.68283
567,22.5481,0,0,1.36624,0,4.12885,4.20928,3.49748,3.19174,3.41402,1.51666,0.00823053,0.437506,0.00991332,0,3.93595,1.2061,2.72753
